Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,naive bayes,smote,best first,no cost sensitive,0.1445783,0.0315233,0.9684767,0.8554217,0.0718563,0.1445783,0.7483908,0.0754967
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,naive bayes,smote,best first,no cost sensitive,0.5875000,0.0807357,0.9192643,0.4125000,0.1012931,0.5875000,0.9127202,0.1506959
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,naive bayes,smote,best first,no cost sensitive,0.3984962,0.0725898,0.9274102,0.6015038,0.1212815,0.3984962,0.8427569,0.1541568
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,naive bayes,smote,best first,no cost sensitive,0.0246914,0.0104830,0.9895170,0.9753086,0.0344828,0.0246914,0.6222562,0.0165180
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,naive bayes,smote,best first,no cost sensitive,0.2771084,0.0279578,0.9720422,0.7228916,0.1321839,0.2771084,0.9438190,0.1618105
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,naive bayes,smote,best first,no cost sensitive,0.3188406,0.0239808,0.9760192,0.6811594,0.2528736,0.3188406,0.9595955,0.2616059
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,naive bayes,smote,best first,no cost sensitive,0.0909091,0.0100828,0.9899172,0.9090909,0.0175439,0.0909091,0.8602481,0.0261848
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,naive bayes,smote,best first,no cost sensitive,0.1379310,0.0090090,0.9909910,0.8620690,0.0740741,0.1379310,0.8604380,0.0902321
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,naive bayes,smote,best first,no cost sensitive,0.0000000,0.0079336,0.9920664,1.0000000,0.0000000,0.0000000,0.6357927,-0.0068061
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,naive bayes,smote,best first,no cost sensitive,0.1222222,0.0135796,0.9864204,0.8777778,0.1279070,0.1222222,0.8974118,0.1110707
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,naive bayes,smote,best first,no cost sensitive,0.0105263,0.0076115,0.9923885,0.9894737,0.0232558,0.0105263,0.6012276,0.0039873
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,ibk,smote,best first,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5000000,0.0000000
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,ibk,smote,best first,no cost sensitive,0.0000000,0.0077055,0.9922945,1.0000000,0.0000000,0.0000000,0.9129566,-0.0038577
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,ibk,smote,best first,no cost sensitive,0.0000000,0.0113636,0.9886364,1.0000000,0.0000000,0.0000000,0.4041667,-0.0047931
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,ibk,smote,best first,no cost sensitive,0.0000000,0.0178117,0.9821883,1.0000000,0.0000000,0.0000000,0.4542338,-0.0086907
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,ibk,smote,best first,no cost sensitive,0.0727273,0.0110769,0.9889231,0.9272727,0.3076923,0.0727273,0.8014350,0.0957262
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,ibk,smote,best first,no cost sensitive,0.4126984,0.0753215,0.9246785,0.5873016,0.2971429,0.4126984,0.7981051,0.2860481
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,ibk,smote,best first,no cost sensitive,0.4606061,0.0905753,0.9094247,0.5393939,0.3392857,0.4606061,0.8477523,0.3187903
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,ibk,smote,best first,no cost sensitive,0.3600000,0.1727536,0.8272464,0.6400000,0.0830769,0.3600000,0.7452715,0.0721788
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,ibk,smote,best first,no cost sensitive,0.2763158,0.0963091,0.9036909,0.7236842,0.1117021,0.2763158,0.7467712,0.1056038
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,ibk,smote,best first,no cost sensitive,0.4302326,0.2127168,0.7872832,0.5697674,0.0913580,0.4302326,0.6658187,0.0787400
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,ibk,smote,best first,no cost sensitive,0.1789474,0.1470759,0.8529241,0.8210526,0.0627306,0.1789474,0.6908573,0.0169949
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,ibk,smote,best first,no cost sensitive,0.3706294,0.1489238,0.8510762,0.6293706,0.1715210,0.3706294,0.7638691,0.1447036
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,ibk,smote,best first,no cost sensitive,0.5253165,0.1981027,0.8018973,0.4746835,0.1894977,0.5253165,0.8000537,0.1809860
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,ibk,smote,best first,no cost sensitive,0.3760000,0.0695701,0.9304299,0.6240000,0.4331797,0.3760000,0.7681312,0.3248376
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,ibk,smote,best first,no cost sensitive,0.2148438,0.0532578,0.9467422,0.7851563,0.3691275,0.2148438,0.6535588,0.1967376
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,ibk,smote,best first,no cost sensitive,0.8522727,0.0119522,0.9880478,0.1477273,0.9146341,0.8522727,0.9631323,0.8653896
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,ibk,smote,best first,no cost sensitive,0.5182482,0.1754098,0.8245902,0.4817518,0.3066955,0.5182482,0.6755624,0.2650980
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,ibk,smote,best first,no cost sensitive,0.3809524,0.1480263,0.8519737,0.6190476,0.2931937,0.3809524,0.6325356,0.2069466
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,ibk,smote,best first,no cost sensitive,0.4594595,0.2055186,0.7944814,0.5405405,0.0378619,0.4594595,0.6420333,0.0392516
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,ibk,smote,best first,no cost sensitive,0.5428571,0.0308285,0.9691715,0.4571429,0.3725490,0.5428571,0.7514864,0.4193985
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,ibk,smote,best first,no cost sensitive,0.2631579,0.1269841,0.8730159,0.7368421,0.0649351,0.2631579,0.5790086,0.0550159
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,ibk,smote,best first,no cost sensitive,0.2905983,0.0697306,0.9302694,0.7094017,0.1338583,0.2905983,0.6178580,0.1412416
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,ibk,smote,best first,no cost sensitive,0.2554745,0.1554869,0.8445131,0.7445255,0.0594228,0.2554745,0.5616945,0.0386619
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,ibk,smote,best first,no cost sensitive,0.2934783,0.1152369,0.8847631,0.7065217,0.1071429,0.2934783,0.6024919,0.0974747
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,ibk,smote,best first,no cost sensitive,0.2857143,0.1353232,0.8646768,0.7142857,0.0932331,0.2857143,0.5869443,0.0758789
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,ibk,smote,best first,no cost sensitive,0.2489796,0.0958759,0.9041241,0.7510204,0.1191406,0.2489796,0.5948298,0.1009574
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,ibk,smote,best first,no cost sensitive,0.1686747,0.1177547,0.8822453,0.8313253,0.0236088,0.1686747,0.5246734,0.0126653
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,ibk,smote,best first,no cost sensitive,0.2000000,0.0557599,0.9442401,0.8000000,0.0526316,0.2000000,0.5837270,0.0606480
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,ibk,smote,best first,no cost sensitive,0.1729323,0.0215501,0.9784499,0.8270677,0.1678832,0.1729323,0.6073489,0.1491951
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,ibk,smote,best first,no cost sensitive,0.1234568,0.0129165,0.9870835,0.8765432,0.1265823,0.1234568,0.6843405,0.1119008
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,ibk,smote,best first,no cost sensitive,0.5903614,0.0362896,0.9637104,0.4096386,0.2000000,0.5903614,0.8097430,0.2825591
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,ibk,smote,best first,no cost sensitive,0.2318841,0.0075632,0.9924368,0.7681159,0.4383562,0.2318841,0.6620543,0.2911413
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,ibk,smote,best first,no cost sensitive,0.0909091,0.0036010,0.9963990,0.9090909,0.0476190,0.0909091,0.5213523,0.0600615
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,ibk,smote,best first,no cost sensitive,0.0344828,0.0001802,0.9998198,0.9655172,0.5000000,0.0344828,0.9095340,0.0638883
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,ibk,smote,best first,no cost sensitive,0.0000000,0.0009016,0.9990984,1.0000000,0.0000000,0.0000000,0.5920210,-0.0015590
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,ibk,smote,best first,no cost sensitive,0.1444444,0.0079667,0.9920333,0.8555556,0.2280702,0.1444444,0.8572847,0.1665065
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,ibk,smote,best first,no cost sensitive,0.0421053,0.0001812,0.9998188,0.9578947,0.8000000,0.0421053,0.6275510,0.0784403
